name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
AGOZPE,AYUNTAM. NOBLE VALLE Y UNIV.BAZTAN,,,Baztan,ES,0.384,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ZALDU,"HICENOR, S.L.",,,Estella/Lizarra,ES,0.315,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LLADRO,"LLADRO, S.A.",,,Tavernes Blanques,ES,0.854,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
RIOSEQUILLO,"HIDRAULICA SANTILLANA, S.A.",,,Buitrago del Lozoya,ES,7.2,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EL BATAN,SINDICATO RIEGOS DE CANAL DE TAUSTE,,,Tauste,ES,0.275,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
JUAN LINUESA DIAZ,JUAN LINUESA DIAZ,,,Torrebaja,ES,0.075,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
C. H. AHEDILLO 2,JUAN RAMON LASA ORTEGA,,,Valle de Mena,ES,0.09,Hydro,,,,,2008.0,,SEDE,,,,Renewable energy,Hydro,
PLANTA DE GIRASOL,"MOYRESA GIRASOL, S.L.",,,Zierbena,ES,9.99,Natural gas,,,,,2006.0,,SEDE,,,,Fossil fuels,Natural gas,
DEPURADORA DE AGUAS RESIDUALES LOIOLA,"GESTION DE CENTRALES DEL ANARBE, S.A. (GECASA)",,,Donostia-San Sebastian,ES,4.248,Natural gas,,,,,2009.0,,SEDE,,,,Fossil fuels,Natural gas,
C.H. PIE DE PRESA,"CEPRASTUR, A.I.E.",,,Sobrescobio,ES,3.056,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PORMA,"HIDRO ENERGIA XANA, S.L.",,,Bonar,ES,17.474,Hydro,,,,,2004.0,,SEDE,,,,Renewable energy,Hydro,
"TURIA COGENERACION, S.A.","TURIA COGENERACION, S.A.",,,Vilamarxant,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
VERTEDERO ALCALA DE HENARES,"HERA AMASA, S.A.",,,Alcala de Henares,ES,2.3,Biomass and biogas,,,,,,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
EDAR DE MONTORNES,"OMS SACEDE, SA",,,Montornes del Valles,ES,4.662,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ONDUPACK,"ONDUPACK, S.A.",,,Almendralejo,ES,1.464,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
"EPIFANIO CAMPO, S.L.","RODONITA ENERGIA, S.L.",,,Laracha (A),ES,6.825,Natural gas,,,,,2006.0,,SEDE,,,,Fossil fuels,Natural gas,
COG.CENTRO COMERCIAL LAS CANAS,"COMERCIAL VITAL SANTO TOMAS, S.L.",,,Viana,ES,0.51,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
VALDESPARTERA,COMUNIDAD GENERAL DE RIEGOS DEL ALTO ARAGON,,,Biscarrues,ES,4.0,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA MOZOLA,"GER GENERACION, S.L.U.",,,Binefar,ES,2.07,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA CUEVA,"GER GENERACION, S.L.U.",,,Binefar,ES,1.35,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
MOINSA,"FINANCIERA MADERERA, S.A.",,,Cella,ES,23.8,Natural gas,,,,,2005.0,,SEDE,,,,Fossil fuels,Natural gas,
TEVERGA,"IBERICA DE ENERGIAS, S.A.",,,Teverga,ES,5.0,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA DEGOLLADINA,"IBERICA DE MINICENTRALES, S.A.",,,Valdes,ES,0.76,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SALUNI,"ROYO ENERGIA, S.L.",,,Corrales de Buelna (Los),ES,0.736,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SOTILLA,"ROYO ENERGIA, S.L.",,,Corrales de Buelna (Los),ES,1.104,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
POMBEIRO,"HIDROELECTRICA POMBEIRO, S.A.",,,Cerdido,ES,0.154,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CURRAS,ANDRES SANTALLA RODRIGUEZ,,,Ferrol,ES,0.02,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PRESA DEL REY,"GALICIA TEXTIL,S.A.",,,Neda,ES,0.18,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
INACSA,INACSA (INDUSTRIA DEL ACETATO SA),,,Sant Cebria de Vallalta,ES,5.245,Natural gas,Gas turbine,,,,1991.0,,SEDE,,,,Fossil fuels,Natural gas,
VILADOMIU,INVESTIGACION MAS DESARROLLO ENERGETICO.,,,Gironella,ES,0.38,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ANGULO GENERAL QUESERA,"ANGULO GENERAL QUESERA, S.L.",,,Ronda,ES,3.0,Natural gas,,,,,2004.0,,SEDE,,,,Fossil fuels,Natural gas,
NUEVOS PRODUCTOS CERAMICOS,NUEVOS PRODUCTOS CERAMICOS,,,Vilafames,ES,6.8,Natural gas,,,,,2005.0,,SEDE,,,,Fossil fuels,Natural gas,
PL.TR.PURINES CON CENTRAL COGENERACION,"FUDEPOR, S.L.",,,Alhama de Murcia,ES,15.0,Natural gas,,,,,2006.0,,SEDE,,,,Fossil fuels,Natural gas,
MUSA IV,MUSA,,,Fortuna,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
CIA. ENERGETICA PUENTE DEL OBISPO,"CIA. ENERGETICA PUENTE DEL OBISPO, S.L.",,,Baeza,ES,24.99,Natural gas,,,,,2007.0,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION CERABRICK,"CERABRICK GRUPO CERAMICO, S.A.",,,Fuenmayor,ES,14.9,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
P.COGENERACION SOGAMA,"SOGAMA, S.A.",,,Cerceda,ES,21.264,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
PLANTA  TERMOELECTRICA DE APROVECHAMIENTO DE RESIDUOS SOLIDOS URBANOS DE SOGAMA,SOGAMA,,,Cerceda,ES,50.0,Non-renewable waste,,,,,2001.0,,SEDE,,43.171214,-8.440952,Fossil fuels,Non-renewable waste,
C. H. SALTO N 1 CENTRAL DE BRANDARIZ,"GAS NATURAL FENOSA RENOVABLES, SLU",,,Vila de Cruces,ES,17.5,Hydro,,,,,2007.0,,SEDE,,,,Renewable energy,Hydro,
VERTEDERO DE ALCAZAR DE SAN JUAN,"CESPA, S.A (50%) Y CESPA GESTION DE RESIDUOS, S.A (50%)",,,Alcazar de San Juan,ES,1.048,Biomass and biogas,,,,,2007.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
CENTRAL HIDROELECTRICA CONTRASTA,"SDAD HIDROELECTRICA HARANA-KONTRASTA, SA",,,Harana/Valle de Arana,ES,0.195,Hydro,,,,,2007.0,,SEDE,,,,Renewable energy,Hydro,
CERFASA,"CERAMICA FARRENY, SA",,,Balaguer,ES,0.499,Natural gas,,,,,2008.0,,SEDE,,,,Fossil fuels,Natural gas,
GAIZKA AURTENECHE LANDA,"PG MARTIARTU, 18",,,Lezama,ES,0.005,Other or unspecified energy sources,,,,,2008.0,,SEDE,,,,Other or unspecified energy sources,,
C. H. XALLAS,"HIDROELECTRICA DEL ARNOYA, S.L.",,,Negreira,ES,2.393,Hydro,,,,,2006.0,,SEDE,,,,Renewable energy,Hydro,
PLANTER LEVANTE,"PLANTER LEVANTE, S.L.",,,Albacete,ES,1.0,Natural gas,,,,,2006.0,,SEDE,,,,Fossil fuels,Natural gas,
PLANTA VINAZAS DESTILERIAS DYC,"COGEN ERESMA, S.L.",,,Palazuelos de Eresma,ES,6.485,Other or unspecified energy sources,,,,,2008.0,,SEDE,,,,Other or unspecified energy sources,,
"SALINERA ANANA, S.L.","SALINERA ANANA, S.L.",,,Anana,ES,7.17,Oil,,,,,2000.0,,SEDE,,,,Fossil fuels,Oil,
OLCESA,"ENERSUR SIGLO 21, S.L.",,,Tarancon,ES,20.76,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
IQA,"INDUSTRIAS QUIMICAS DEL OXIDO ETILENO, SA",,,Tarragona,ES,6.05,Natural gas,,,,,2009.0,,SEDE,,,,Fossil fuels,Natural gas,
INDITEX,"INDITEX COGENERACION, A.I.E.",,,Arteixo,ES,2.7,Oil,,,,,1997.0,,SEDE,,,,Fossil fuels,Oil,
GARONA VERDA,"NEO SC ARAN, SLU",,,Les,ES,14.95,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
CERAMICA LA ANDALUZA DE BAILEN,"ANDALUZA DE COGENERACION, S.A.",,,Bailen,ES,1.844,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ANARBE,"GESTION DE CENTRALES DEL ANARBE, S.A.",,,Goizueta,ES,1.252,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
C.H. SASTRE BARAT,"HIDROELECTRICA SASTRE BARAT, S.L.",,,Guixers,ES,0.15,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CH FILATS,"HIDRODATA, SA",,,Ribes de Freser,ES,0.65,Hydro,,,,,1989.0,,SEDE,,,,Renewable energy,Hydro,
CH MOLI,"HIDRODATA, SA",,,Queralbs,ES,1.0,Hydro,,,,,1989.0,,SEDE,,,,Renewable energy,Hydro,
TAULELL - PLANTA PAVIMENTO N2,"TAULELL, S.L.",,,Alcora (l),ES,1.63,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
TAULELL - PLANTA DE REVESTIMIENTO N3,"TAULELL, S.L.",,,Alcora (l),ES,1.98,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
C.H. A DEVESA,"CORTIZO HIDROELECTRICAS, S.A.",,,Estrada (A),ES,3.78,Hydro,,,,,2004.0,,SEDE,,,,Renewable energy,Hydro,
"NEOELECTRA MENGIBAR MAQUIZ, S.A.","NEOELECTRA SC MENJIBAR, S.L.U.",,,Mengibar,ES,3.6,Natural gas,,,,,2010.0,,SEDE,,,,Fossil fuels,Natural gas,
ELORDI,"AGUAS TXINGUDI-TSINGUDIKO URAK, S.A",,,Irun,ES,0.44,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
RIO PIRON,"ARCILLAS Y FELDESPATOS RIO PIRON, S.A",,,Navas de Oro,ES,6.16,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
LOS ANGELES,"GENHIDRO GENERACION HIDROELECTRICA, S.L.",,,Vegas de Matute,ES,1.588,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EDAR RUBI,"ACCIONA AGUA, SA",,,Sant Cugat del Valles,ES,6.12,Natural gas,,,,,2001.0,,SEDE,,,,Fossil fuels,Natural gas,
LANGA DE DUERO,"ORUS RENOVABLES, S.L.U.",,,Langa de Duero,ES,14.95,Natural gas,,,,,2003.0,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION PRODOSA-LA LUISIANA,"NEO SC LA LUISIANA, SLU",,,Luisiana (La),ES,6.984,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
"GENERACION PENINSULAR, S.L.","GAS NATURAL FENOSA RENOVABLES, S.L.U.",,,Carabana,ES,0.169,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ARATXES,"MINICENTRALES DE LARRAUN, S.L.",,,Lizartza,ES,0.36,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
NUEVA CERAMICA CAMPO,"REFRACTARIOS CAMPO, SL",,,Sanxenxo,ES,3.96,Oil,,,,,2011.0,,SEDE,,,,Fossil fuels,Oil,
MALTRANA,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Valle de Mena,ES,0.4,Hydro,,,,,1989.0,,SEDE,,,,Renewable energy,Hydro,
AHEDILLO,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Valle de Mena,ES,0.75,Hydro,,,,,1989.0,,SEDE,,,,Renewable energy,Hydro,
PESCANOVA CHAPELA,PESCANOVA ESPANA S.L.U.,,,Redondela,ES,2.92,Oil,,,,,1999.0,,SEDE,,,,Fossil fuels,Oil,
COLONIA GOMIS,"ELECTRICA VILADORDIS, S.A",,,Monistrol de Montserrat,ES,0.48,Hydro,,,,,1989.0,,SEDE,,,,Renewable energy,Hydro,
VILADOMIU MARCAL,"INDUSTRIAL PUIGREIG,S.A.",,,Puig-reig,ES,0.444,Hydro,,,,,1990.0,,SEDE,,,,Renewable energy,Hydro,
BAYER,"COVESTRO, SL",,,Tarragona,ES,0.933,Other or unspecified energy sources,,,,,2013.0,,SEDE,,,,Other or unspecified energy sources,,
MOLLO,"SALVADOR SERRA, S.A.",,,Mollo,ES,0.42,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CG ALCOVER,"NEWARK CATALANA, S.L.",,,Alcover,ES,4.8,Natural gas,,,,,1995.0,,SEDE,,,,Fossil fuels,Natural gas,
TEA I,"ENERGIA DE GALICIA, S.A.",,,Covelo,ES,2.648,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PAPELERA DEL PRINCIPADO (ANTES COG. DEL PLA),"PAPELERA DEL PRINCIPADO, SA (ANT C. PLA)",,,Mollerussa,ES,4.7,Natural gas,,,,,2008.0,,SEDE,,,,Fossil fuels,Natural gas,
ALKIZA,POLICARPO ODRIOZOLA SEGUROLA,,,Alkiza,ES,0.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SATI COGENERACION AIE,"SATI COGENERACION, A.I.E.",,,Garriga (La),ES,4.55,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
BARBELLIDO,"A.T.J. ASESORIA TECNICO JURIDICA, S.L.",,,San Juan de Gredos,ES,1.466,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ARENYS EMPORDA,JOAQUIM RAMIREZ CARTAGENA I PASSOLS,,,Garrigas,ES,0.272,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BALSARENY,"CAN TURO, S.A.",,,Balsareny,ES,0.36,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ANCIN,"JAMONES ANCIN,S.A.",,,Ancin,ES,0.54,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
ALABE-FORET,"ENERGIAS DE VILLARRUBIA, S.L",,,Villarrubia de Santiago,ES,23.85,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
SANTA LLUCIA,"PRODUCTORA ELECTRICA URGELENSE-I,SL",,,Valls de Valira (Les),ES,0.918,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SASTRE,"HIDROCARDENER, S.L.",,,Olius,ES,0.415,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CERAMICA LA MINILLA (ANTES COGENERACION SOMAPRE),CERAMICA LA MINILLA (ANTES SOMAPRE H.),,,Torrejon del Rey,ES,0.95,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
BONMATI,"INMOBILIARIA ALTONIA, S.L.",,,Sant Julia del Llor i Bonmati,ES,0.669,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA PLANA,"LLEIDA 1993, S.L.",,,Lleida,ES,0.094,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
COLONIA PERNAU,JOSEP CABANI TUSET,,,Campdevanol,ES,0.404,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BAUCELLS COGENERACION,"BAUCELLS COGENERACION, S.L.",,,Balenya,ES,1.706,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
HARINAS VAZQUEZ,"HARINAS VAZQUEZ, S.A.",,,Najera,ES,0.166,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
HONGOS DE LA JARA,"HONGOS DE LA JARA, S.L.",,,Villanueva de la Jara,ES,4.19,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
TRATAMIENTO DE PURINES SALVACANETE,"ECOENERGIA INTEGRAL, S.A.",,,Salvacanete,ES,1.68,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
ANDRES SANCHEZ PLAZA,ANDRES SANCHEZ PLAZA,,,Cacin,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
"EUROPEA DE COGENERACION, S.A.","GUASCOR SERVICIOS, S.A",,,Alcobendas,ES,0.78,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
TRATAMIENTO DE PURINES EN MANZANEQUE,"MEDIOAMBIENTAL GANADERA ROSALA, S.A.",,,Manzaneque,ES,11.652,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
LA PENA II (AMPLIADA CON RE-0663),"REDONDO HERMANOS, S.L.",,,Villahoz,ES,0.33,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PE DE VINA,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Trabada,ES,0.68,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CERAMICA MILLAS E HIJOS,"CERAMICA MILLAS E HIJOS, S.A.",,,Mora,ES,5.19,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
VERTEDERO DE CAN MATA,"ECOENERGIA DE CAN MATA, A.I.E.",,,Hostalets de Pierola (Els),ES,1.048,Biomass and biogas,,,,,2001.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
BUBAL I,"MINICENTRALES HIDROELECTRICAS DE GALICIA, S.L.",,,Carballedo,ES,4.223,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ROMERO ALVAREZ 2 (TEMPORAL),"ROMERO ALVAREZ, S.A.",,,Alanis,ES,4.4,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
CARCASTILLO,MINICENT ACEQUIA CINCO VILLAS,,,Carcastillo,ES,0.913,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
TRATAMIENTO DE PURINES EN PELABRAVO,"ECOENERGIA INTEGRAL, S.A.",,,Pelabravo,ES,1.68,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
CONSELLERIA DE SANIDAD - HOSPITAL LA PLANA,CONSELLERIA DE SANIDAD-HOSPITAL LA PLANA,,,Vila-real,ES,0.62,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MADERAS PEDRO MARCOS MARIA,"MADERAS PEDRO MARCOS MARIA, S.A.",,,Palacios de la Sierra,ES,1.045,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
BARRI DE FLUVIA,"S.VILARRASA, S.A.",,,Montagut i Oix,ES,0.2,Hydro,,,,,2001.0,,SEDE,,,,Renewable energy,Hydro,
TRAINALBA,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Sotoserrano,ES,0.28,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
TRUCHAS FUENTERMOSA 1 FASE,"LILLOGEN, S.L.",,,Puebla de Lillo,ES,1.46,Other or unspecified energy sources,,,,,2012.0,,SEDE,,,,Other or unspecified energy sources,,
CELYTEX (AMPLIADA CON RE-3050),"CELYTEX, CELULOSAS Y TEXTILES, S.A.",,,Matillas,ES,0.99,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
EUROATOMIZADO (2 TURBINA),"EUROATOMIZADO, S.A. (2 TURBINA)",,,Onda,ES,4.99,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION PARAJE ALCANARA,"PROCESOS ECOLOGICOS, S.A.",,,Totana,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
UTISA (COGETALSA),"FINANCIERA MADERERA, S.A.",,,Chinchilla de Monte-Aragon,ES,10.0,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
BLANCA,"PAPELERA DEL SEGURA, S.A.",,,Blanca,ES,9.801,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL N 14 DEL CANAL DE ARAGON Y CATALUNA,INICIATIVAS HIDROELECTRICAS DEL CANAL DE ARAGON Y CATALUNA S.L.,,,Fraga,ES,0.913,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EMBALAJES Y CAJAS,"INEUROPA DE COGENER.,SA- EMBALAJES Y CAJ",,,Prat de Llobregat (El),ES,3.0,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
HERMANOS ORTIZ BRAVO I Y II,"HERMANOS ORTIZ BRAVO, S.A.",,,Pantoja,ES,2.766,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
CENTRAL HIDROELECTRICA GUADALHORCE-GUADALTEBA,JUNTA DE ANDALUCIA,,,Campillos,ES,5.2,Hydro,,,,,1999.0,,SEDE,,,,Renewable energy,Hydro,
LANDA EDER,"LANDA EDER, S.L.",,,Guenes,ES,0.97,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
OHL,"OBRASCON HUARTE LAIN, S.A.",,,Pulpi,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
HIDROELECTRICA DE LA ISABELA,"HIDROELECTRICA DE LA ISABELA, S.L.",,,Carolina (La),ES,1.8,Hydro,,,,,2000.0,,SEDE,,,,Renewable energy,Hydro,
CERAMICAS DEL SURESTE,"CERAMICAS DEL SURESTE, S.C.L.",,,Lorca,ES,2.516,Oil,,,,,2000.0,,SEDE,,,,Fossil fuels,Oil,
CELIS,"SALTOS DEL NANSA  I, S.A.U.",,,Rionansa,ES,6.3,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SMURFIT- POL.IND. CAN CASTELL,"TEC 94, S.A.(99%) SMURFIT ESPANA, S.A.1%",,,Canovelles,ES,3.39,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
PARQUETS HERNANDEZ,"PARQUETS HERNANDEZ, S.A.",,,Oza dos Rios,ES,0.992,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
MADERAS PETEIRO,"MADERAS PETEIRO, S.L.",,,Coruna (A),ES,0.495,Oil,,,,,2009.0,,SEDE,,,,Fossil fuels,Oil,
FERTIMOLINA,"FERTIMOLINA, S.A.",,,Molina de Aragon,ES,10.0,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
GRABISA,"GRABISA, TINTES Y ACABADOS, S.L.",,,Burgos,ES,9.9,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
CENER I,"CELULOSA DE ENERGIA, S.L. Y G.E.ENCE",,,San Juan del Puerto,ES,49.936,Natural gas,,,,,2000.0,,SEDE,,37.304832,-6.863907,Fossil fuels,Natural gas,
INDIPUNT,"INDIPUNT, S.L.",,,Naron,ES,2.06,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
MADERAS FRANCISCO IRIZAR,"MADERAS FRANCISCO IRIZAR, S.A.",,,Bergara,ES,0.922,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
FUNDACION ESTADIO SOCIEDAD DEPORTIVA,FUNDACION ESTADIO SOCIEDAD DEPORTIVA,,,Vitoria-Gasteiz,ES,0.09,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
BP OIL ESPANA - ESTACION DE SERVICIO ISIDORO,"BP OIL ESPANA, S.A. - RAFAEL MARZAN BAEZ",,,Alcala de Henares,ES,0.03,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
EL HORCAJO,"ELECTRICA DE SARRION, S.A.",,,Sarrion,ES,0.1355,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CERAMICA PENAFIEL,"CERAMICA PENAFIEL, S.A.",,,Penafiel,ES,0.96,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
LOMINCHAR,"GRUPO SADA P.A., S.A.",,,Lominchar,ES,1.46,Oil,,,,,1998.0,,SEDE,,,,Fossil fuels,Oil,
MONTEVIVE,"CERAMICA MONTEVIVE, S.L.",,,Malaha (La),ES,2.095,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
APROVECHAMIENTO HIDROELECTRICO DEL RIO BESAYA,"INSTALACIONES HIDRAULICAS SAN ANTONIO,SL",,,San Felices de Buelna,ES,0.186,Hydro,,,,,2003.0,,SEDE,,,,Renewable energy,Hydro,
C.H. PEDRO ORTIZ RAMOS (ANTES SALTO DE MONTEARAGON,"ORTIZ MAQUINARIA, S.L.",,,Talavera de la Reina,ES,2.906,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CASTELLGALI,AUXILIAR DEXPLOTACIONS ENERGETIQ.,,,Castellgali,ES,0.26,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SURIA,"BARNASINTEX, S.L.",,,Suria,ES,0.24,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CAN BADIA,GREENS POWER PRODUCTS SL,,,Ripoll,ES,1.058,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CABDELLA AUXILIAR,"G3T, S.L.",,,Torre de Cabdella (La),ES,0.2,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
VALLESPIR,"PROMOCIONES Y PROYECTOS MODOLELL,SL",,,Rialp,ES,4.224,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CAOLESA,"CAOLESA, S.L.",,,Pinell de Brai (El),ES,0.57,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
CG C.E. HOSPITALET NORD,"GAS NATURAL SERVICIOS SDG, S.A.",,,Hospitalet de Llobregat (L),ES,0.31,Natural gas,,,,,1997.0,,SEDE,,,,Fossil fuels,Natural gas,
HOSPITAL GENERAL,SERVICIO ANDALUZ DE SALUD (S.A.S.),,,Malaga,ES,1.574,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
GLOBAL PLASMA ENVIRONMENT,"GLOBAL PLASMA ENVIRONMENT, S.A.",,,Campillos,ES,18.4,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
MURILLO,"ACCIONA ENERGIA, S.A.",,,Murillo el Fruto,ES,5.0,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ARLAS,"ACCIONA ENERGIA, S.A.",,,Falces,ES,5.16,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BIURRANA,"ELECTRA LESACARRA, S.A.",,,Lesaka,ES,0.4,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
GARDE,EXPLOTACIONES NAVARRAS AGRIC.E INDU,,,Roncal/Erronkari,ES,0.454,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
COGENERACION COREN,"COOPERATIVAS ORENSANAS, S.C.L.",,,Ourense,ES,6.5,Natural gas,Combustion engine,,,,1997.0,,SEDE,,,,Fossil fuels,Natural gas,
EL ATAZAR,"HIDRAULICA SANTILLANA, S.A.",,,Patones,ES,8.64,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
AREMUSA VI,"AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",,,Alhama de Murcia,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
