None,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lon,lon,lon,lon,File,File,File,File,projectID,projectID,projectID,projectID
383,Faimingen,,,Faimingen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,10.1,,,10.1,,,,1965.0,48.5615563015,,,48.558394,10.4100608826,,,10.411764,,,,,[13013],,,[BNA1189]
384,Fatschbach,,,Fätschbach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,15.0,,,15.0,,,,1950.0,,,,46.915510447,,,,8.9879015615,,,,BFE,[13184],,,[OEU729]
385,Feldkirchen,,,Feldkirchen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,38.4,,,38.2,,,,1970.0,48.1481067723,,,47.96092,11.7309951782,,,12.1561,,,,,[13249],,,[BNA0854]
386,Ferrera khr,,,Ferrera,Hydro,,,Hydro,,,,"Run-Of-River, Pumped Storage",PP,,,PP,Switzerland,,,Switzerland,185.1,,,184.4,,,,1962.0,,,,46.5329177645,,,,9.4341933851,,,,BFE,[13343],,,"[OEU428, OEU427]"
387,Ferrera trun,,,Ferrera,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,4.23,,,4.23,,,,1999.0,,,,46.7435050176,,,,8.986493632,,,,BFE,[13344],,,[OEU406]
388,Fieschertal,,,Fieschertal,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,65.0,,,64.0,,,,1999.0,46.4220025395,,,46.4260956687,8.14541816711,,,8.1411329639,,,,BFE,[13394],,,[OEU806]
389,Filisur,,,Filisur,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,64.0,,,65.0,,,,2002.0,46.672147,,,46.6698919694,9.688013,,,9.6892026356,,,,BFE,[13418],,,[OEU438]
390,Fionnay mauvoisin,,,Fionnay mauvoisin,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,127.0,,,140.0,,,,1992.0,46.229076,,,46.0304047252,7.359417,,,7.3079525499,,,,BFE,[13467],,,[OEU887]
391,Flensburg,,,Fl,Hard Coal,,,Hard Coal,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,176.292,,,147.0,,,,1978.0,54.80483053,,,54.80495,9.432630765,,,9.43244,,,,,[13570],,,"[BNA0273, BNA0272, BNA0271, BNA0274, BNA0270]"
392,Flumenthal,,,Flumenthal,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,14.49,,,23.4,,,,2009.0,,,,47.2291069149,,,,7.5899516862,,,,BFE,[13625],,,[OEU639]
393,Friedensbrucke,,,Heizkraftwerke an der friedensbrücke,Hard Coal,,,Natural Gas,,,,CCGT,CHP,,,CHP,Germany,,,Germany,120.8,,,122.0,,,,1971.0,49.7877778,,,49.800041,9.9361111,,,9.923136,,,,,[14130],,,"[BNA1086, BNA1088, BNA1085, BNA1087]"
394,Fulda ic,,,Fulda,Oil,,,Oil,,,,Steam Turbine,PP,,,PP,Germany,,,Germany,16.67,,,24.8,,,,2011.0,50.5516167249,,,50.56636,9.67517852783,,,9.68614,,,,,[14305],,,[BNA0318]
395,Ganterbrucke,,,Ganterbach saltina,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,6.1,,,6.1,,,,1980.0,46.2964768369,,,46.3044267487,8.05066108704,,,8.0041783347,,,,BFE,[14590],,,[OEU819]
396,Gars,,,Gars,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,24.0,,,25.0,,,,1938.0,48.15,,,48.15395,12.2833333,,,12.31107,,,,,[14683],,,[BNA0324]
397,Geisling,,,Geisling,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,18.9,,,25.0,,,,1985.0,48.9666667,,,48.974806,12.3333333,,,12.344002,,,,,[14827],,,[BNA0795]
398,Gendorf,,,Industriepark werk gendorf,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,52.93,,,49.0,,,,2002.0,48.1666667,,,48.17679,12.7333333,,,12.73056,,,,,[14877],,,[BNA0174]
399,Gera new,,,Gera nord,Natural Gas,,,Natural Gas,,,,Steam Turbine,PP,,,CHP,Germany,,,Germany,74.6,,,74.0,,,,1996.0,50.90447546,,,50.9076,12.06321291,,,12.06102,,,,,[58847],,,[BNA0343]
400,Giumaglio,,,Giumaglio,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,8.7,,,8.94,,,,1967.0,46.274317,,,46.2824127218,8.682139,,,8.6697188341,,,,BFE,[42305],,,[OEU987]
401,Gkm,,,Gkm,Hard Coal,,,Hard Coal,,,,Steam Turbine,CHP,,,"PP, CHP",Germany,,,Germany,1455.0,,,2363.0,,,,1966.0,49.4420248,,,49.445694,8.49366969,,,8.490444,,,,,[15201],,,"[BNA0642, BNA0644, BNA0645, BNA0646b, BNA0646a, BNA0643]"
402,Glems,,,Pumpspeicherkraftwerk glems,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,90.64,,,90.0,,,,1964.0,48.5079048631,,,48.50499,9.31014060974,,,9.28692,,,,,[15244],,,[BNA0669]
403,Goldenberg,,,Goldenberg,Hard Coal,,,Lignite,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,171.0,,,151.0,,,,1992.0,50.8609593,,,50.8608,6.843463159,,,6.8402,,,,,[15408],,,"[BNA0489, BNA0490a, BNA0490b]"
404,Goschenen,,,Göschenen andermatt,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,33.26,,,33.26,,,,1961.0,46.66816,,,46.6673628552,8.587094,,,8.5853141019,,,,BFE,[15546],,,[OEU662]
405,Goule,,,Goule,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,5.87,,,5.6,,,,1958.0,47.1528362264,,,47.2287001901,6.99691772461,,,6.9285383557,,,,BFE,[23723],,,[OEU949]
406,Grenzach roche,,,Grenzach wyhlen,Natural Gas,,,Natural Gas,,,,Steam Turbine,PP,,,PP,Germany,,,Germany,40.12,,,40.0,,,,2004.0,47.55,,,47.53971,7.6833333,,,7.706923,,,,,[15898],,,[BNA0361]
407,Grono,,,Grono,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,37.5,,,37.5,,,,1965.0,46.246788,,,46.2420119954,9.149258,,,9.1535200044,,,,BFE,[16001],,,[OEU973]
408,Grossrachen,,,Eew großräschen,Waste,,,Waste,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,14.0,,,23.3,,,,2008.0,51.5833333,,,51.5929,14.0,,,14.0241,,,,,[61528],,,[BNA0380]
409,Gummering,,,Gummering,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,19.2,,,14.8,,,,1957.0,48.6166667,,,48.622456,12.4,,,12.398037,,,,,[16292],,,[BNA1219]
410,Hafen munster,,,Hafen,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,CHP,Germany,,,Germany,100.0,,,100.2,,,,2005.0,51.95022224,,,51.950086,7.640530134,,,7.641276,,,,,[16475],,,[BNA0685]
411,Halle trotha,,,Halle trotha,Natural Gas,,,Natural Gas,,,,"Steam Turbine, CCGT",PP,,,CHP,Germany,,,Germany,86.8,,,151.0,,,,2005.0,51.5,,,51.502245,12.0,,,11.95382,,,,,[16608],,,"[BNA0392a, BNA0392b]"
412,Happurg,,,Happurg,Hydro,,,Hydro,,,,Pumped Storage,PP,,,PP,Germany,,,Germany,160.73099,,,160.0,,,,1958.0,,,,49.48712,,,,11.47479,,,,,[16848],,,[BNA0422]
413,Hausham,,,Hausham,Oil,,,Oil,,,,OCGT,PP,,,PP,Germany,,,Germany,40.0,,,92.8,,,,1982.0,47.7465957679,,,47.752396,11.8406867981,,,11.839802,,,,,[17145],,,"[BNA0428, BNA0430, BNA0429, BNA0427]"
414,Heidenheim,,,Ihkw heidenheim,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,5.496,,,26.5,,,,1983.0,48.6779839066,,,48.670061,10.1516246796,,,10.150584,,,,,[17326],,,"[BNA1292b, BNA1292a]"
415,Heiligkreuz,,,Heiligkreuz,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,26.0,,,41.0,,,,1989.0,,,,46.347614362,,,,8.1751935856,,,,BFE,[17339],,,[OEU810]
416,Heimbach,,,Heimbach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,16.0,,,16.0,,,,1905.0,50.6333333,,,50.628568,6.4833333,,,6.451776,,,,,[17341],,,[BNA1153]
417,Helmshager berg,,,"""helmshäger berg""",Natural Gas,,,Natural Gas,,,,OCGT,CHP,,,CHP,Germany,,,Germany,15.0,,,14.7,,,,1996.0,54.1,,,54.07039,13.3833333,,,13.39886,,,,,[17415],,,[BNA0360]
418,Hemfurth,,,Hemfurth,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,20.2,,,20.0,,,,1915.0,51.1666667,,,51.167139,9.05,,,9.046832,,,,,[17439],,,[BNA0230]
419,Herbrechtingen,,,Biomasse herbrechtingen,Waste,,,Bioenergy,,,,Steam Turbine,PP,,,CHP,Germany,,,Germany,15.7,,,15.7,,,,2004.0,48.6217327471,,,48.62833,10.1760005951,,,10.20078,,,,,[17522],,,[BNA0347]
420,Hiltrop,,,Hiltrop,Natural Gas,,,Natural Gas,,,,Steam Turbine,PP,,,CHP,Germany,,,Germany,26.5,,,44.0,,,,2014.0,51.4833333,,,51.50795,7.2166667,,,7.25029,,,,,[17787],,,[BNA0111]
421,Hinterthal huribach,,,Hüribach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,4.44,,,4.7,,,,1960.0,46.976761,,,46.9710051496,8.76499,,,8.7824966915,,,,BFE,[54534],,,[OEU684]
422,Hinterthal muota,,,Muota,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,8.5,,,8.8,,,,1960.0,46.976761,,,46.9710051496,8.76499,,,8.7824966915,,,,BFE,[3060],,,[OEU683]
423,Hochstadt,,,Höchstädt,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,10.0,,,10.0,,,,1982.0,49.7061652105,,,48.603156,10.813293457,,,10.582724,,,,,[17997],,,[BNA1157]
424,Hopflauenen leimboden,,,Hopflauenen leimboden,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,6.0,,,6.0,,,,1967.0,,,,46.715113414,,,,8.2775169822,,,,BFE,[60804],,,[OEU554]
425,Humboldtstrasse,,,Humboldtstr.,Natural Gas,,,Natural Gas,,,,Steam Turbine,PP,,,CHP,Germany,,,Germany,19.8,,,31.0,,,,1970.0,54.3213292611,,,54.327536,10.1348876953,,,10.12674,,,,,[18821],,,[BNA0527]
426,Ilanz panix,,,Ilanz stufe panix pigniu,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,52.5,,,49.5,,,,1992.0,46.7741275195,,,46.7747637594,9.20461177826,,,9.1952255793,,,,BFE,[33571],,,[OEU412]
427,Ilanz tavanasa,,,Ilanz stufe tavanasa,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,34.5,,,34.5,,,,1990.0,46.7741275195,,,46.7747637594,9.20461177826,,,9.1952255793,,,,BFE,[44739],,,[OEU411]
428,Ingolstadt mva,,,Mva ingolstadt,Waste,,,Waste,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,25.1,,,25.5,,,,1984.0,48.7666667,,,48.7645,11.4333333,,,11.49185,,,,,[19391],,,[BNA1161]
429,Ingolstadt rmd,,,Ingolstadt,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,19.8,,,19.8,,,,1971.0,48.7666667,,,48.750317,11.4333333,,,11.412153,,,,,[19392],,,[BNA1160]
430,Isenthal,,,Isenthal bolzbach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,11.0,,,12.0,,,,2009.0,46.881992,,,46.8992075573,8.616111,,,8.5934071318,,,,BFE,[5186],,,[OEU679]
431,Islas,,,Islas,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,4.69,,,4.4,,,,2007.0,,,,46.5056195848,,,,9.8572890171,,,,BFE,[19673],,,[OEU1013]
432,Itzehoe peak,,,Itzehoe,Oil,,,Oil,,,,Steam Turbine,PP,,,PP,Germany,,,Germany,87.0,,,88.0,,,,1972.0,52.0666667,,,53.966422,8.35,,,9.449486,,,,,[19785],,,[BNA0759]
433,Jena cc,,,Jena,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,CHP,Germany,,,Germany,194.9,,,182.0,,,,1996.0,50.89755366,,,50.896881,11.58532099,,,11.585703,,,,,[20218],,,[BNA0504]
434,Jochenstein,,,Jochenstein,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,145.0,,,66.0,,,,1955.0,48.5166667,,,48.5195636,13.7166667,,,13.7085052,,,,,[20445],,,[BNA0364]
435,Kachlet,,,Kachlet,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,50.4,,,53.7,,,,1927.0,,,,48.5797112,,,,13.4082738,,,,,[20722],,,[BNA0782]
436,Kallnach,,,Kallnach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,8.1,,,8.3,,,,1980.0,47.020319,,,47.0214990152,7.235453,,,7.2281774902,,,,BFE,[20950],,,[OEU606]
437,Kandergrund,,,Kandergrund,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,18.4,,,19.0,,,,1991.0,46.54955,,,46.5427473984,7.660363,,,7.6594865995,,,,BFE,[21104],,,[OEU570]
438,Kappelerhof,,,Kappelerhof,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,6.8,,,7.0,,,,2006.0,,,,47.4845539139,,,,8.2928319253,,,,BFE,[21217],,,[OEU793]
439,Karcherstrasse,,,Karcherstr.,Hard Coal,,,Hard Coal,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,10.36,,,13.4,,,,1996.0,49.45,,,49.43461,7.75,,,7.75824,,,,,[21290],,,[BNA0510b]
440,Kaufering wkw,,,Kaufering,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,17.82,,,16.7,,,,1975.0,48.0912092647,,,48.084026,10.8791255951,,,10.864936,,,,,[21516],,,[BNA1169]
441,Kirchlengern,,,Kirchlengern,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,PP,Germany,,,Germany,161.985,,,201.5,,,,1980.0,52.2,,,52.19507,8.6333333,,,8.6482,,,,,[22270],,,[BNA0531]
442,Kirchmoser,,,Kirchmöser,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,PP,Germany,,,Germany,165.0,,,160.0,,,,1994.0,52.4166667,,,52.394167,12.55,,,12.418056,,,,,[22273],,,[BNA0130]
443,Klarsee,,,Bioenergie park klarsee,Bioenergy,,,Bioenergy,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,20.0,,,17.8,,,,2006.0,53.3,,,53.320352,14.25,,,14.271028,,,,,[22419],,,[BNA1522]
444,Klazienaveen gasedon,,,Klazi,Natural Gas,,,Natural Gas,,,,,CHP,,,PP,Netherlands,,,Netherlands,59.378,,,63.0,,,,,52.724167,,,52.73792,6.990278,,,7.01368,,,,Tennet_Q42015,[22435],,,[OEU50]
445,Klingnau,,,Klingnau,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,37.5,,,42.6,,,,1935.0,47.609723,,,47.5945791001,8.237497,,,8.2257277335,,,,BFE,[22460],,,[OEU657]
446,Klinikum hedeilberg,,,Kwkk heidelberg,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,14.481,,,13.5,,,,2002.0,49.407678298,,,49.42158,8.69078636169,,,8.67284,,,,,[47064],,,[BNA1151]
447,Klosters,,,Klosters,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,17.0,,,16.5,,,,1982.0,,,,46.861014512,,,,9.8955740465,,,,BFE,[22489],,,[OEU454]
448,Knapsack ebs,,,Ebkw knapsack,Waste,,,Waste,,,,Steam Turbine,CHP,,,PP,Germany,,,Germany,30.0,,,33.4,,,,2008.0,50.8707885598,,,50.8577189,6.86761379242,,,6.850175,,,,,[22512],,,[BNA1490]
449,Koblenz mosel,,,Koblenz,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,17.36,,,16.0,,,,1951.0,50.35,,,50.365855,7.6,,,7.58171,,,,,[22560],,,[BNA1181]
450,Krefeld stockhausen,,,Krefeld,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,5.31,,,12.6,,,,2013.0,51.3333333,,,51.3387609,6.5666667,,,6.5853417,,,,,[23065],,,[BNA1502]
451,Kubel,,,Kubel,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,15.01,,,14.5,,,,1976.0,,,,47.4019094764,,,,9.3236406383,,,,BFE,[23204],,,[OEU496]
452,Kublis,,,Küblis,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,43.8,,,45.6,,,,2006.0,46.913683,,,46.913974185,9.771985,,,9.7820292491,,,,BFE,[23206],,,[OEU456]
453,L'aubonne,,,Plan dessous,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,11.0,,,10.7,,,,2001.0,46.4951425583,,,46.4992089696,6.39155387878,,,6.3858086765,,,,BFE,[23580],,,[OEU938]
454,Ladral,,,Ladral,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,5.6,,,5.1,,,,1973.0,46.773675,,,46.771415734,9.108501,,,9.1187699141,,,,BFE,[24020],,,[OEU410]
455,Landau ostbayer,,,Landau,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,13.5,,,12.6,,,,1984.0,,,,48.667862,,,,12.660027,,,,,[24343],,,[BNA1228]
456,Lankow,,,Schwerin lankow,Natural Gas,,,Natural Gas,,,,Steam Turbine,PP,,,CHP,Germany,,,Germany,23.9,,,23.0,,,,1994.0,53.6293711483,,,53.653917,11.4131641388,,,11.372972,,,,,[24444],,,[BNA0897]
457,Lauta,,,Thermische abfallbehandlung lauta gmbh & co. ohg,Waste,,,Waste,,,,Steam Turbine,PP,,,PP,Germany,,,Germany,22.0,,,15.7,,,,2004.0,51.4666667,,,51.45071,14.0666667,,,14.11215,,,,,[24652],,,[BNA1190]
458,Lavey,,,Lavey,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,69.9,,,90.0,,,,1990.0,46.221296153,,,46.2144442208,7.01477050781,,,7.0129627052,,,,BFE,[24678],,,[OEU917]
459,Lehmen,,,Lehmen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,24.0,,,20.0,,,,1962.0,50.2833333,,,50.274724,7.45,,,7.458957,,,,,[24862],,,[BNA0715]
460,Leinau,,,Dkw leinau,Oil,,,Oil,,,,Steam Turbine,PP,,,PP,Germany,,,Germany,13.996,,,11.4,,,,1983.0,47.9130630106,,,47.912537,10.637512207,,,10.61174,,,,,[24878],,,[BNA1227]
461,Leipzig gud,,,Leipzig nord,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,CHP,Germany,,,Germany,171.0,,,167.0,,,,1996.0,51.35143001,,,51.35119,12.37818358,,,12.37843,,,,,[24884],,,[BNA0588]
462,Leitzach,,,Leitzach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,95.7,,,92.0,,,,1960.0,48.1374325498,,,47.873938,11.5754914284,,,11.87099,,,,,[24891],,,"[BNA0973, BNA0972]"
463,Lemgo west,,,West,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,10.48,,,12.8,,,,2002.0,52.0333333,,,52.026244,8.9,,,8.866597,,,,,[24922],,,[BNA1193]
464,Lessoc,,,Lessoc,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,8.535,,,8.56,,,,1973.0,46.5048393845,,,46.5060508043,7.06211686134,,,7.0532671282,,,,BFE,[25048],,,[OEU592]
465,Letten,,,Letten,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,4.5,,,5.0,,,,2004.0,47.3666667,,,47.3870125904,8.55,,,8.5323219335,,,,BFE,[25062],,,[OEU786]
466,Leuna meag,,,Leuna,Natural Gas,,,Natural Gas,,,,CCGT,CHP,,,CHP,Germany,,,Germany,38.6,,,52.0,,,,1998.0,51.32992891,,,51.29976,11.9958321,,,12.0193,,,,,[58259],,,[BNA0592]
467,Litziruti arosa,,,Arosa litzirüti,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,5.0,,,5.0,,,,1969.0,46.7993783672,,,46.8000493529,9.70462489449,,,9.7059119807,,,,BFE,[25452],,,[OEU449]
468,Lizun,,,Lizun,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,6.3,,,6.6,,,,1961.0,,,,46.3806401186,,,,9.6579632759,,,,BFE,[25503],,,[OEU1002]
469,Lobbia albigna,,,Albignawerk löbbia,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,86.1,,,86.0,,,,1960.0,,,,46.3734792431,,,,9.66287080542,,,,BFE,[25548],,,"[OEU1007, OEU1006, OEU1003, OEU1008]"
470,Lobbia forno,,,Fornowerk löbbia,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,9.0,,,9.0,,,,1960.0,,,,46.3749522123,,,,9.658900883,,,,BFE,[25549],,,[OEU1005]
471,Lontsch,,,Am löntsch,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,88.0,,,89.1,,,,1975.0,,,,47.0566384819,,,,9.0491146336,,,,BFE,[25767],,,[OEU751]
472,Lostallo,,,Lostallo,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,25.0,,,25.0,,,,1958.0,46.313036,,,46.3219576602,9.19673,,,9.2090307879,,,,BFE,[25904],,,[OEU971]
473,Lotschen,,,Lötschen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,110.8,,,122.0,,,,2008.0,,,,46.3197285465,,,,7.7442749043,,,,BFE,[25911],,,[OEU849]
474,Luchsingen,,,Luchsingen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,3.3,,,3.5,,,,1976.0,46.966404,,,46.9660497748,9.037147,,,9.0354895251,,,,BFE,[26097],,,[OEU736]
475,Luen,,,Molinis lüen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,7.0,,,7.2,,,,1990.0,46.8498606899,,,46.8284428074,9.53287124634,,,9.6061499253,,,,BFE,[26125],,,[OEU451]
476,Luneberg mitte,,,Mitte,Natural Gas,,,Natural Gas,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,10.42,,,11.3,,,,1980.0,53.25,,,52.029657,10.4,,,8.907163,,,,,[26209],,,[BNA1658]
477,Lungererseewerk unteraa,,,Unteraa lungerersee,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,54.5,,,54.0,,,,1994.0,46.833327,,,46.8214351941,8.180646,,,8.1744623486,,,,BFE,[15176],,,[OEU699]
478,Luzzone,,,Luzzone,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,19.0,,,20.0,,,,1963.0,,,,46.565256077,,,,8.9607831602,,,,BFE,[26300],,,[OEU964]
479,Maigrauge oelberg,,,Oelberg,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,17.39,,,18.3,,,,1980.0,,,,46.8017059504,,,,7.1673408094,,,,BFE,[26648],,,[OEU602]
480,Mapragg,,,Mapragg,Hydro,,,Hydro,,,,Pumped Storage,PP,,,PP,Switzerland,,,Switzerland,279.9,,,279.9,,,,1977.0,,,,46.9484407976,,,,9.4812988795,,,,BFE,[27115],,,[OEU460]
481,Marbach,,,Dampfkraftwerk marbach am neckar,Oil,,,Oil,,,,"CCGT, OCGT",PP,,,PP,Germany,,,Germany,412.4,,,424.4,,,,1971.0,48.9396411814,,,48.927497,9.25995111465,,,9.230005,,,,,[27153],,,"[BNA0649, BNA0648, BNA0647]"
482,Martigny bourg,,,Martigny bourg,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,21.0,,,22.0,,,,1945.0,46.0906147477,,,46.0883098661,7.06369400024,,,7.0590697666,,,,BFE,[27375],,,[OEU902]
483,Martina,,,Pradella martina,Hydro,,,Hydro,,,,Reservoir,PP,,,PP,Switzerland,,,Switzerland,84.0,,,84.0,,,,1994.0,46.884164,,,46.8821155388,10.462687,,,10.4645577137,,,,BFE,[27385],,,[OEU1030]
484,Massaboden,,,Massaboden,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,8.2,,,7.2,,,,1959.0,46.35,,,46.3329975315,7.9666667,,,8.0113584734,,,,BFE,[27475],,,[OEU813]
485,Meitingen,,,Meitingen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,15.0,,,11.3,,,,1922.0,48.55,,,48.546994,10.85,,,10.86507,,,,,[27927],,,[BNA1209]
486,Merching,,,Merching,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Germany,,,Germany,13.536,,,12.0,,,,1978.0,48.2459397039,,,48.2704497,10.9852981567,,,10.9773463,,,,,[28083],,,[BNA1210]
487,Mhkw karnap,,,Mhkw,Waste,,,Waste,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,43.48,,,44.0,,,,2012.0,51.45,,,53.114562,7.0166667,,,8.818186,,,,,[28253],,,[BNA1114]
488,Mhkw mannheim,,,Mannheim,Waste,,,Waste,,,,Steam Turbine,CHP,,,CHP,Germany,,,Germany,62.4,,,53.1,,,,1966.0,49.4883333,,,49.5225233333,8.4647222,,,8.45293333333,,,,,[63084],,,"[BNA0641b, BNA0641c, BNA0639, BNA0640, BNA0641a, BNA0638]"
489,Mitsubishi hitec,,,Hillegossen,Natural Gas,,,Natural Gas,,,,CCGT,PP,,,PP,Germany,,,Germany,37.8,,,37.5,,,,2005.0,52.0333333,,,52.033503,8.5333333,,,8.539061,,,,,[28748],,,[BNA0100]
490,Montbovon,,,Montbovon,Hydro,,,Hydro,,,,Run-Of-River,PP,,,PP,Switzerland,,,Switzerland,12.72,,,31.0,,,,1972.0,46.4881993662,,,46.4879524618,7.04365253448,,,7.048316905,,,,BFE,[29156],,,[OEU591]
