None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Classification,Classification,Classification,Classification,Classification,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File
2238,Lanternoso guijosa,,,,Lanternoso,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.0,,,,24.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2239,Causeymire,,,,Causeymire,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,48.3,,,,48.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2240,Leirfossene,,,,Leirfossene,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,47.8,,,,53.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2241,Tysso,,,,Tysso,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,180.0,,,,258.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2242,Furset,,,,Furset,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.8,,,,5.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2243,Sage luster,,,,Sage,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,8.5,,,,9.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2244,Riksheimdal,,,,Riksheimdal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.6,,,,4.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2245,Hagen kabel,,,,Hagen kabel,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,220.0,,,,230.0,,,,,51.357862,,,,,7.4727227,,,,,Germany Power Plants (conventional).csv
2246,Dettingen canal,,,,Dettingen,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,10.65,,,,11.0,,,,,48.2632705,,,,,9.7219415,,,,,Germany Power Plants (conventional).csv
2247,Madrid tolsa,,,,Tolsa,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,12.5,,,,12.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2248,Molon,,,,Monte molon,Wind,,,,Wind,,,,,,Spain,,,,Spain,29.75,,,,29.75,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2249,Hanefoss,,,,Hanefoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,21.1,,,,42.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2250,Tunnsjofoss,,,,Tunnsjofoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,7.735,,,,9.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2251,Celaya,,,,Celaya,Wind,,,,Wind,,,,,,Spain,,,,Spain,28.8,,,,28.8,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2252,Jaap rodenburg,,,,Jaap rodenburg,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,16.5,,,,16.5,,,,,52.4417588,,,,,5.2093149149,,,,,Netherlands Power Plant.csv
2253,Dolgarrog low,,,,Dolgarrog low head,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,15.0,,,,15.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
2254,Asmulfoss,,,,Asmulfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,12.1,,,,14.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2255,Follafoss,,,,Follafoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,47.2,,,,49.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2256,Linthal limmern,,,,Linthal limmern,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,34.4,,,,34.4,,,,,47.1682719,,,,,7.2556047,,,,,Switzerland Power Plant.csv
2257,Salto cofrentes,,,,Cofrentes,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,124.2,,,,120.54,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2258,Stuvane,,,,Stuvane,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,38.0,,,,42.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2259,Restano,,,,Restano,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,14.4,,,,14.4,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2260,Funnefoss,,,,Funnefoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,40.0,,,,44.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2261,Ixelles,,,,Ixelles tj,Oil,,,,Oil,,,,,,Belgium,,,,Belgium,20.0,,,,18.6,,,,,,,,,,,,,,,Belgium Power Plant.csv
2262,Bagmoor,,,,Bagmoor,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,16.0,,,,16.0,,,,,52.79657515,,,,,-0.6718222068,,,,,UK Power Plant.csv
2263,Solk,,,,Sölk,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,58.8,,,,61.0,,,,,,,,,,,,,,,Verbund Power Plant.csv
2264,Wyhlen,,,,Wyhlen,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,44.593,,,,37.9,,,,,47.5540691,,,,,7.6768708718,,,,,Germany Power Plants (conventional).csv
2265,Acampo armijo,,,,Acampo armijo,Wind,,,,Wind,,,,,,Spain,,,,Spain,18.0,,,,18.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2266,Bitterfeld,,,,Gud bitterfeld,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,114.0,,,,106.0,,,,,51.6239124,,,,,12.3301466,,,,,Germany Power Plants (conventional).csv
2267,Mageli,,,,Mageli,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,33.0,,,,43.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2268,Rejsby hede,,,,Rejsby hede,Wind,,,,Wind,,,,,,Denmark,,,,Denmark,24.0,,,,23.4,,,,,,,,,,,,,,,Denmark Power Plant.csv
2269,Sierro,,,,Sillero,Wind,,,,Wind,,,,,,Spain,,,,Spain,19.55,,,,31.68,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2270,Valdeperondo,,,,Valdeperondo,Wind,,,,Wind,,,,,,Spain,,,,Spain,46.0,,,,46.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2271,Leinafoss,,,,Leinafoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.8,,,,5.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2272,Whitelee,,,,Whitelee,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,322.0,,,,539.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2273,Galleto,,,,Galleto,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,147.2,,,,166.0,,,,,42.5641417,,,,,12.6405466,,,,,Italy Power Plant.csv
2274,Jedula,,,,Azucarera jedula,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,8.8,,,,14.625,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2275,Schwarzhausern,,,,Schwarzhäusern,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,7.4,,,,8.2,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2276,Itoiz,,,,Central pie presa itoiz,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,28.4,,,,28.6,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2277,Midtre tessa,,,,Midtre tessa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,7.0,,,,9.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2278,Nedre tessa,,,,Nedre tessa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,19.7,,,,25.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2279,Roppa,,,,Roppa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,5.01,,,,6.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2280,Luichart,,,,Luichart,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,34.0,,,,34.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2281,Porma,,,,Porma,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,15.8,,,,17.474,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2282,Trysglwyn,,,,Trysglwyn,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,5.6,,,,6.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
2283,Alhambra cesa,,,,Alhambra,Wind,,,,Wind,,,,,,Spain,,,,Spain,34.0,,,,34.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2284,Carrascal,,,,Carrascal,Wind,,,,Wind,,,,,,Spain,,,,Spain,148.0,,,,119.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2285,Florsheim wicker,,,,Bmkw flörsheim wicker,Waste,,,,Waste,,,,,,Germany,,,,Germany,14.2,,,,12.6,,,,,50.0288637,,,,,8.4061469,,,,,Germany Power Plants (conventional).csv
2286,Bjorgum,,,,Bjorgum,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,5.687,,,,6.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2287,Ceannacroc,,,,Ceannacroc,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,24.0,,,,20.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2288,Aiguamoix,,,,Aiguamoix,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,32.0,,,,31.77,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2289,Dun law,,,,Dun law,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,46.91,,,,47.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2290,Puente montanana,,,,Puente montanana,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,44.8,,,,44.54,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2291,Careon,,,,Careon,Wind,,,,Wind,,,,,,Spain,,,,Spain,18.0,,,,18.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2292,Bowbeat,,,,Bowbeat emly bank,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,31.2,,,,16.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2293,Altstafel,,,,Altstafel,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,9.5,,,,9.67,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2294,Mynydd gorddu,,,,Mynydd gorddu,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,10.2,,,,10.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
2295,Ffynnon oer,,,,Ffynnon oer,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,32.0,,,,32.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
2296,Bears down,,,,Bears down,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,9.6,,,,10.0,,,,,50.5947727,,,,,-1.9521986,,,,,UK Power Plant.csv
2297,Uzkita,,,,Uzkita,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.65,,,,24.65,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2298,Sombrio,,,,Sombrio,Wind,,,,Wind,,,,,,Spain,,,,Spain,28.0,,,,28.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2299,Reppa,,,,Reppa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.0,,,,12.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2300,Robin rigg,,,,Robin rigg east,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,180.0,,,,90.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2301,Holmside hall,,,,Holmside,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,5.5,,,,6.0,,,,,50.5949824,,,,,-1.9518955,,,,,UK Power Plant.csv
2302,Kalvedalen,,,,Kalvedalen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,20.0,,,,22.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2303,Landau ostbayer,,,,Landau,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,13.5,,,,12.6,,,,,48.675445,,,,,12.6677046781,,,,,Germany Power Plants (conventional).csv
2304,Scharding neuhaus,,,,Schärding neuhaus,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,100.0,,,,96.0,,,,,,,,,,,,,,,Verbund Power Plant.csv
2305,Long park,,,,Longpark,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,38.0,,,,38.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2306,Bicker,,,,Bicker fen,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,26.0,,,,26.0,,,,,52.79657515,,,,,-0.6718222068,,,,,UK Power Plant.csv
2307,Kaupanger,,,,Kaupanger,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.6,,,,6.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2308,Novo galicia,,,,Novo,Wind,,,,Wind,,,,,,Spain,,,,Spain,18.75,,,,18.75,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2309,Fillans,,,,St. fillans,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,21.0,,,,17.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2310,Glass moor,,,,Glass moor,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,16.0,,,,28.0,,,,,52.79657515,,,,,-0.6718222068,,,,,UK Power Plant.csv
2311,Porabka zar,Porabka zar,Porabka zar,Porąbka Żar,,Hydro,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,Poland,Poland,Poland,Poland,,512.45,500.0,500.0,540.0,,49.8171638891,49.7704966,49.7809,49.77957,,19.2183494568,19.2116631,19.21148,19.212,,,energy_storage_exchange,,GPI,
2312,Zarnowiec,Żarnowiec,Zarnowiec,Żarnowiec,,Hydro,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,Poland,Poland,Poland,Poland,,720.0,716.0,716.0,716.0,,54.7877204056,54.7697655,54.7225,54.74201,,18.0850410461,18.0466655,18.0825,18.08924,,,energy_storage_exchange,,GPI,
2313,Dychow,Dychów,Dychow,Dychów,,Hydro,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,Poland,Poland,Poland,Poland,,79.5,90.0,90.0,85.0,,51.9864659267,51.9863325,51.9883,51.56076,,15.0608825684,15.0608199,15.053333,15.45145,,,energy_storage_exchange,,GPI,
2314,Solina,Solina,Solina,Solina hydrozespół,,Hydro,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,Poland,Poland,Poland,Poland,,200.0,200.0,200.0,198.0,,49.3948875169,49.3958323,49.3956,49.39578,,22.4596595764,22.4606916,22.454,22.454,,,energy_storage_exchange,,GPI,
2315,Zydowo,Żydowo,Zydowo,Żydowo,,Hydro,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,Poland,Poland,Poland,Poland,,150.0,156.0,151.0,157.0,,52.550119,54.0216713,54.024965,54.02601,,16.752855,16.7385445,16.7069,16.71386,,,energy_storage_exchange,,GPI,
2316,,Handeck,Handeck,Handeck isogyre,,,Hydro,Hydro,Hydro,,,Pumped storage,Pumped Storage,Pumped storage,,,Switzerland,Switzerland,Switzerland,,,55.0,55.0,55.0,,,46.65532,46.617,46.6156957263,,,8.28872,8.30627,8.30313005616,,,energy_storage_exchange,,BFE,
2317,Dalesice,,Dalesice republic,Dalešice,,Hydro,,Hydro,Hydro,,,,Pumped Storage,Pumped storage,,Czech Republic,,Czech Republic,Czech Republic,,450.0,,450.0,450.0,,49.1637553199,,49.125,49.12446,,16.015769973,,16.1224,16.1242,,,,,CEPS,
2318,Prunerov,,Prunerov and czeech,Prunéřov,,Coal,,Coal,Other,,,,Thermal,Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,1490.0,,1490.0,1615.0,,50.41861111,,50.418,50.41879,,13.25861111,,13.259,13.26039,,,,,CEPS,
2319,Tusimice,,Tusimice,Tušimice,,Coal,,Coal,Other,,,,"CHP, Lignite",Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,800.0,,800.0,800.0,,50.3825,,50.38247,50.3824,,13.33805556,,13.340213,13.34085,,,,,CEPS,
2320,Dlouhe strane,,Dlouhe strane republic,Dlouhé stráně,,Hydro,,Hydro,Hydro,,,,Pumped Storage,Pumped storage,,Czech Republic,,Czech Republic,Czech Republic,,650.0,,650.0,650.0,,50.2293701546,,50.08259,50.08542,,17.2046430732,,17.180557,17.17945,,,,,CEPS,
2321,Detmarovice,,Detmarovice,Dětmarovice,,Coal,,Coal,Other,,,,CHP,Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,864.0,,800.0,780.0,,49.8941162249,,49.9058,49.90543,,18.4607926815,,18.4681,18.466,,,,,CEPS,
2322,Chvaletice,,Chvaletice,Chvaletice,,Coal,,Coal,Other,,,,Thermal,Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,800.0,,800.0,800.0,,50.02111111,,50.0275,50.02798,,15.44722222,,15.4533,15.45409,,,,,CEPS,
2323,Melnik,,Melnik and plants,Mělník,,Coal,,Coal,Other,,,,"Lignite, Thermal",Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,1050.0,,720.0,720.0,,50.41416528,,50.4119,50.41435,,14.414258335,,14.4188,14.41523,,,,,CEPS,
2324,Polaniec,,Polaniec,Połaniec,,Coal,,Coal,Coal,,,,Thermal, Hard coal,,Poland,,Poland,Poland,,1800.0,,1800.0,1657.0,,50.438088,,50.437,50.43534,,21.336805,,21.337,21.33674,,,,,GPI,
2325,Maasvlakte ucml,,Maasvlakte ucml,Ucml,,Natural Gas,,Natural Gas,Natural Gas,,,,CCGT,,,Netherlands,,Netherlands,Netherlands,,80.0,,80.0,79.0,,51.948365,,51.96,51.95861,,4.048632,,4.0254,4.02609,,,,,Tennet_Q22015,
2326,Leiden,,Leiden,Ld,,Natural Gas,,Natural Gas,Natural Gas,,,,CCGT,,,Netherlands,,Netherlands,Netherlands,,90.7,,82.0,83.0,,52.16483,,52.1641,52.16385,,4.49449,,4.4941,4.49419,,,,,Tennet_Q12015,
2327,Alban,,Saint alban,St alban,,Nuclear,,Nuclear,Nuclear,,,,,Steam turbine,,France,,France,France,,2762.0,,2782.0,2670.0,,45.4044444444,,45.4043385739,45.40523,,4.7544444444,,4.75536030947,4.75527,,,,,RTE,
2328,Kladno,,Kladno,Kladno,,Coal,,Coal,Other,,,,Thermal,Steam turbine,,Czech Republic,,Czech Republic,Czech Republic,,415.9,,516.0,405.0,,50.15341667,,50.15318,50.15367,,14.12850556,,14.12898,14.12875,,,,,CEPS,
2329,Beznau,,Beznau,Beznau,,Nuclear,,Nuclear,Hydro,,,,,"Run-of-river, Steam turbine",,Switzerland,,Switzerland,Switzerland,,730.0,,760.0,785.7,,47.5525,,47.552,47.5529540257,,8.2286111111,,8.2281,8.23010912059,,,,,BFE,
2330,Gelderland,,Gelderland,Gelderland cg,,Coal,,Coal,Coal,,,,Thermal,"Steam turbine, Hard coal",,Netherlands,,Netherlands,Netherlands,,635.0,,590.0,592.0,,51.85768,,51.8561,51.85607,,5.83304,,5.8294,5.83043,,,,,Tennet_Q12015,
2331,Opole,,Opole,Opole,,Coal,,Coal,Coal,,,,Thermal, Hard coal,,Poland,,Poland,Poland,,1490.0,,1532.0,1532.0,,50.751825,,50.751,50.75066,,17.881965,,17.8825,17.88729,,,,,GPI,
2332,Belchatow,,Belchatow,Bełchatów,,Coal,,Coal,Coal,,,,"Lignite, Thermal", Lignite,,Poland,,Poland,Poland,,4340.0,,4440.0,5460.0,,51.2663888889,,51.268,51.26719,,19.3305555556,,19.325,19.31765,,,,,GPI,
2333,Aramon,,Aramon oil,Aramon,,Oil,,Oil,Oil,,,,CHP,,,France,,France,France,,1400.0,,1400.0,0.0,,43.891742,,43.880077622,43.88178,,4.680961,,4.65476989746,4.65851,,,,,RTE,
2334,Havre,,Edf le havre,Havre,,Coal,,Coal,Coal,,,,"Hard Coal, Thermal","Steam turbine, Hard coal",,France,,France,France,,1450.0,,1995.0,580.0,,49.49,,49.47565,49.47553,,0.13,,0.14913,0.14711,,,,,RTE,
2335,Rybnik,,Rybnik,Rybnik,,Coal,,Coal,Coal,,,,"Hard Coal, Thermal", Hard coal,,Poland,,Poland,Poland,,1720.0,,1775.0,1780.0,,50.13333,,50.135,50.1317,,18.52361,,18.5223,18.52045,,,,,GPI,
2336,Kozienice,,Kozienice,Kozienice,,Coal,,Coal,Coal,,,,Thermal, Hard coal,,Poland,,Poland,Poland,,2840.0,,2880.0,2925.0,,51.664722,,51.666,51.66456,,21.466666,,21.464,21.463788,,,,,GPI,
2337,Ostroleka,,Ostroleka,Ostrołęka,,Coal,,Coal,Coal,,,,Thermal, Hard coal,,Poland,,Poland,Poland,,740.4,,647.0,677.0,,53.104444,,53.099,53.10462,,21.612028,,21.599,21.61312,,,,,GPI,
2338,Jaworzno,,Jaworzno,Jaworzno,,Coal,,Coal,Coal,,,,CHP, Hard coal,,Poland,,Poland,Poland,,1545.0,,1535.0,1345.0,,50.21,,50.21,50.21356,,19.2193055,,19.215,19.2287,,,,,GPI,
2339,Laziska,,Laziska polan,Łaziska,,Coal,,Coal,Coal,,,,CHP, Hard coal,,Poland,,Poland,Poland,,1155.0,,1155.0,1155.0,,50.133694,,50.133,50.13236,,18.846472,,18.846,18.84039,,,,,GPI,
2340,Purmerend,,Purmerend,Pu,,Natural Gas,,Natural Gas,Natural Gas,,,,CCGT,,,Netherlands,,Netherlands,Netherlands,,67.0,,69.0,67.0,,52.51956,,52.5161,52.51608,,4.99716,,4.9954,4.99524,,,,,Tennet_Q42015,
2341,Turow,,Turow,Turów,,Coal,,Coal,Coal,,,,"CHP, Lignite", Lignite,,Poland,,Poland,Poland,,2105.0,,1900.0,1488.0,,50.948611,,50.948,50.94818,,14.913056,,14.911,14.91255,,,,,GPI,
2342,Dolna odra,,Dolna odra,Dolna odra,,Coal,,Coal,Coal,,,,CHP, Hard coal,,Poland,,Poland,Poland,,1720.0,,1772.0,1362.0,,53.205776,,53.207,53.20981,,14.466333,,14.465,14.46696,,,,,GPI,
2343,Leibstadt,,Leibstadt,Leibstadt,,Nuclear,,Nuclear,Hydro,,,,,Steam turbine,,Switzerland,,Switzerland,Switzerland,,1220.0,,1220.0,1245.0,,47.6030555556,,47.6011860714,47.60109,,8.1847222222,,8.18447113037,8.18259,,,,,Schweizerische Eidgenossenschaft,
2344,Lagisza,,Lagisza,Łagisza,,Coal,,Coal,Coal,,,,CHP, Hard coal,,Poland,,Poland,Poland,,1060.0,,840.0,820.0,,50.3260666427,,50.349,50.34965,,19.1256523132,,19.142,19.14101,,,,,GPI,
2345,Stalowa wola,,Tauron stalowa wola,Stalowa wola,,Coal,,Coal,Coal,,,,Thermal, Hard coal,,Poland,,Poland,Poland,,350.0,,250.0,250.0,,50.55,,50.5525,50.55071,,22.06667,,22.081111,22.07761,,,,,GPI,
2346,Willem alexander,,Buggenum willem alexander igcc,Willem alexander,,Natural Gas,,Natural Gas,Coal,,,,CCGT,"Steam turbine, Hard coal",,Netherlands,,Netherlands,Netherlands,,284.0,,253.0,249.0,,51.235833,,51.2203,51.22402,,5.956944,,5.9725,5.97085,,,,,Tennet_Q32015,
2347,Adamow,,Adamow,Adamów,,Coal,,Coal,Coal,,,,"CHP, Lignite", Lignite,,Poland,,Poland,Poland,,600.0,,600.0,600.0,,52.012222,,52.012,52.01215,,18.546111,,18.546,18.54445,,,,,GPI,
2348,Patnow,,Patnow,Pątnów,,Coal,,Coal,Coal,,,,"Lignite, Thermal", Lignite,,Poland,,Poland,Poland,,1669.0,,464.0,1708.0,,52.305487,,52.302,52.3024,,18.231726,,18.237,18.23807,,,,,GPI,
2349,Wkc almere,,Almere,Al,,Natural Gas,,Natural Gas,Natural Gas,,,,CCGT,,,Netherlands,,Netherlands,Netherlands,,120.0,,128.0,117.0,,,,52.3883,52.38811,,,,5.2158,5.2154,,,,,Tennet_Q42015,
2350,,,Enecogen,Enecogen,,,,Natural Gas,Natural Gas,,,,CCGT,,,,,Netherlands,Netherlands,,,,870.0,860.0,,,,51.957,51.95783,,,,4.0916,4.09246,,,,,Tennet_Q22015,
2351,,,Harculo hc ijssel centrale,Harculo hc,,,,Natural Gas,Natural Gas,,,,CCGT,,,,,Netherlands,Netherlands,,,,350.0,80.0,,,,52.468,52.46907,,,,6.1088,6.10767,,,,,Tennet_Q32015,
2352,,,Tauron siersza,Siersza,,,,Coal,Coal,,,,Thermal, Hard coal,,,,Poland,Poland,,,,676.0,677.0,,,,50.2086,50.20761,,,,19.4609,19.46145,,,,,GPI,
2353,Nestil tierfehd,Tierfehd nestil,,Tierfehd umwälzwerk,,Hydro,Hydro,,Hydro,,,Pumped storage,,Pumped storage with natural inflow,,Switzerland,Switzerland,,Switzerland,,141.0,141.0,,140.0,,,46.8784824,,46.8787500802,,,8.9820654,,8.98513704227,,,energy_storage_exchange,,BFE,
2354,,Emosson,,Emosson,,,Hydro,,Hydro,,,Pumped storage,,Reservoir,,,Switzerland,,Switzerland,,,360.0,,170.0,,,46.1025948,,46.1098184883,,,7.0770551,,7.06176506313,,,energy_storage_exchange,,BFE,
2355,Klazienaveen gasedon,,,Klazi,,Natural Gas,,,Natural Gas,,,,,,,Netherlands,,,Netherlands,,59.378,,,63.0,,52.724167,,,52.73792,,6.990278,,,7.01368,,,,,Tennet_Q42015,
2356,Erika,,,Erica,,Natural Gas,,,Natural Gas,,,,,,,Netherlands,,,Netherlands,,66.2,,,63.0,,52.714167,,,52.69632,,6.926389,,,6.91411,,,,,Tennet_Q42015,
2357,Bergum,,,Bergum cb,,Natural Gas,,,Natural Gas,,,,,,,Netherlands,,,Netherlands,,812.0,,,144.0,,53.21092,,,53.20975,,6.02282,,,6.02959,,,,,Tennet_Q42015,
2358,Vaires,,,Vaires,,Oil,,,Oil,,,,,,,France,,,France,,250.0,,,542.0,,48.876492,,,48.87349,,2.639816,,,2.65533,,,,,RTE,
2359,Pernis extension,,,Pergen,,Natural Gas,,,Natural Gas,,,,,,,Netherlands,,,Netherlands,,256.0,,,260.0,,51.89098,,,51.87951,,4.34219,,,4.33828,,,,,Tennet_Q12015,
2360,Wassen,,,Wassen,,Hydro,,,Hydro,,,,,Run-of-river,,Switzerland,,,Switzerland,,52.0,,,58.0,,46.706507,,,46.7156913962,,8.59881,,,8.61014697239,,,,,BFE,
2361,Wettingen,,,Wettingen dotieranlage,,Hydro,,,Hydro,,,,,Run-of-river,,Switzerland,,,Switzerland,,23.7,,,27.45,,47.470495,,,47.4567281543,,8.31636,,,8.32116358019,,,,,BFE,
2362,Sanetsch,,,Sanetsch,,Hydro,,,Hydro,,,,,Reservoir,,Switzerland,,,Switzerland,,18.0,,,18.0,,46.665088,,,46.3764261319,,7.872988,,,7.27799985349,,,,,BFE,
